PARID,BOROCODE,BLOCK,LOT,STREET NUMBER,STREET NAME,Postcode,BLDG_CLASS,Borough,Latitude,Longitude,Census Tract,BIN,BBL,NTA Name,NTA Code2
1004911258,1,491,1258,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911259,1,491,1259,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911260,1,491,1260,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911261,1,491,1261,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911262,1,491,1262,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911263,1,491,1263,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911264,1,491,1264,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911265,1,491,1265,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911266,1,491,1266,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911267,1,491,1267,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911268,1,491,1268,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911269,1,491,1269,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911270,1,491,1270,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911271,1,491,1271,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911272,1,491,1272,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911273,1,491,1273,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911274,1,491,1274,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911275,1,491,1275,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911276,1,491,1276,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911277,1,491,1277,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911278,1,491,1278,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911279,1,491,1279,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911280,1,491,1280,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911281,1,491,1281,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911282,1,491,1282,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911283,1,491,1283,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911284,1,491,1284,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911285,1,491,1285,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911286,1,491,1286,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911287,1,491,1287,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911288,1,491,1288,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911289,1,491,1289,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911290,1,491,1290,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911291,1,491,1291,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911292,1,491,1292,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911293,1,491,1293,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911294,1,491,1294,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911295,1,491,1295,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911296,1,491,1296,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911297,1,491,1297,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911298,1,491,1298,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911299,1,491,1299,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911300,1,491,1300,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911301,1,491,1301,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911302,1,491,1302,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911303,1,491,1303,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911304,1,491,1304,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911305,1,491,1305,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911306,1,491,1306,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911307,1,491,1307,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911308,1,491,1308,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911309,1,491,1309,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911310,1,491,1310,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911311,1,491,1311,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911312,1,491,1312,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911313,1,491,1313,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911314,1,491,1314,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911315,1,491,1315,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911316,1,491,1316,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911317,1,491,1317,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911318,1,491,1318,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911319,1,491,1319,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911320,1,491,1320,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911321,1,491,1321,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911322,1,491,1322,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911323,1,491,1323,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911324,1,491,1324,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911325,1,491,1325,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911326,1,491,1326,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911327,1,491,1327,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911328,1,491,1328,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911329,1,491,1329,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911330,1,491,1330,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911331,1,491,1331,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911332,1,491,1332,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911333,1,491,1333,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911334,1,491,1334,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911335,1,491,1335,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911336,1,491,1336,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911337,1,491,1337,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911338,1,491,1338,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911339,1,491,1339,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911340,1,491,1340,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911341,1,491,1341,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911342,1,491,1342,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1005500013,1,550,13,1 1/2,5 AVENUE,10003,H8,MANHATTAN,40.731913,-73.996587,59,,,West Village,
1004911343,1,491,1343,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911344,1,491,1344,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911345,1,491,1345,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911346,1,491,1346,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911347,1,491,1347,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911348,1,491,1348,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911349,1,491,1349,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911350,1,491,1350,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911351,1,491,1351,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911352,1,491,1352,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911353,1,491,1353,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911354,1,491,1354,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911355,1,491,1355,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911356,1,491,1356,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911357,1,491,1357,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911358,1,491,1358,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911359,1,491,1359,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911360,1,491,1360,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911361,1,491,1361,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911362,1,491,1362,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911363,1,491,1363,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911364,1,491,1364,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911365,1,491,1365,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911366,1,491,1366,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911367,1,491,1367,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911368,1,491,1368,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911369,1,491,1369,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911370,1,491,1370,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911371,1,491,1371,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911372,1,491,1372,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911373,1,491,1373,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911374,1,491,1374,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1005500024,1,550,24,6,EAST 8 STREET,10003,H8,MANHATTAN,40.732083,-73.995966,59,1008848,1005500024,West Village,
1004911375,1,491,1375,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911376,1,491,1376,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911377,1,491,1377,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911378,1,491,1378,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911379,1,491,1379,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911380,1,491,1380,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911381,1,491,1381,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911382,1,491,1382,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911383,1,491,1383,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911384,1,491,1384,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911385,1,491,1385,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911386,1,491,1386,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911387,1,491,1387,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911388,1,491,1388,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911389,1,491,1389,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911390,1,491,1390,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911391,1,491,1391,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911392,1,491,1392,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911393,1,491,1393,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911394,1,491,1394,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911395,1,491,1395,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1005750064,1,575,64,27,WEST 11 STREET,10011,H3,MANHATTAN,40.734495,-73.996128,63,1009588,1005750064,West Village,
1004911396,1,491,1396,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911397,1,491,1397,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911398,1,491,1398,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911399,1,491,1399,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911400,1,491,1400,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911401,1,491,1401,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911402,1,491,1402,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911403,1,491,1403,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
1004911404,1,491,1404,246,SPRING STREET,10013,RH,MANHATTAN,40.725616,-74.005253,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy,
